iter	MultiClass
137	0.01323999854
138	0.01322840906
139	0.01322394163
140	0.01321373926
141	0.01320546654
142	0.01318942897
143	0.0131781623
144	0.0144	0.01291145	0.0145	0.01291146	0.01312732602
147	0.01312490813
148	0.01311837067
149	0.01311270727
150	0.01310261746
151	0.01309793776
152	0.01309329802
153	0.01308218236
154	0.0154	0.01282155	0.0155	0.01282156	0.01306010288
157	0.157	0.012804158	0.158	0.012801159	0.159	0.012773160	0.160	0.012769161	0.161	0.012764162	0.162	0.012763163	0.163	0.01275164	0.0164	0.01275165	0.0165	0.01275166	0.01293351252
167	0.01290981491
168	0.01290849057
169	0169	0.0127097170	0170	0.0127020171	0171	0.012668172	0.01285471481
173	0.01284746944
174	0.01283836067
175	0.01283520928
176	0.01282314704
177	0.01281711231
178	0.01280896329
179	0.01280612968
180	0.01279719087
181	0.0127899055
182	0.01275849377
183	0.0183	0.01258184	0.0184	0.0125185	0.01185	0.0125186	0.0186	0.01256187	0.0187	0.01254188	0.01272229524
189	0.01271660422
190	0.0190	0.01253191	0.0191	0.01252192	0.01270011125
193	0.0193	0.01251194	0.0194	0.0125195	0.01195	0.0125196	0.01196	0.0124197	0.01197	0.0124198	0.01198	0.0124199	0.01199	0.0124200	0.01200	0.0124201	0.01201	0.0124202	0.01202	0.0124203	0.01203	0.0124204	0.01204	0.0124205	0.01205	0.0124206	0.0206	0.01243207	0.0207	0.01243208	0.0208	0.01243209	0.0209	0.01242210	0.0210	0.01242211	0.0211	0.01241212	0.0212	0.01239213	0213	0.01238782244
214	0.01238325513
215	0.01237287748
216	0.01236690597
217	0.01236263682
218	0.01235487263
219	0.01235283824
220	0.01234784731
221	0.01234555367
222	0.01232990494
223	0.01232337766
224	0.01232225	0.0225	0.01231226	0.0226	0.01230227	0.0227	0.01230228	0.0228	0.01227229	0.0229	0.01227230	0.0230	0.01225231	0.231	0.01225109817
232	0.01222799419
233	0.01222218922
234	0.01221708111
235	0.01219316979
236	0.01218935991
237	0.01218671585
238	0.01218294317
239	0.01218132578
240	0.01217684698
241	0.01217551027
242	0.01217247688
243	0.01216840874
244	0.0121461664
245	0.01214253251
246	0.01213998965
247	0.01213820803
248	0.01213658106
249	0.01213494057
250	0.01213159813
251	0.01212710277
252	0.01211389687
253	0.01211104078
254	0.01209073806
255	0.0120891298
256	0.01208475726
257	0.01207436253
258	0.01207052692
259	0.01206739795
260	0.01206548714
261	0.01206347613
262	0.01206139449
263	0.0120597049
264	0.0120574206
265	0.01205416816
266	0.0120442511
267	0.01203612069
268	0.01203344507
269	0.01203201076
270	0.01202857309
271	0.01201220058
272	0.01200781009
273	0.01200501719
274	0.01199770273
275	0.01199513671
276	0.01199257127
277	0.01199002047
278	0.0119866912
279	0.01196733552
280	0.01195851446
281	0.01195166109
282	0.01194769131
283	0.01193802747
284	0.01193428517
285	0.01193311286
286	0.01192760699
287	0.01192421282
288	0.01192271994
289	0.01191920341
290	0.01191263114
291	0.01191082468
292	0.01190845843
293	0.0119039315
294	0.01190151229
295	0.01189966661
296	0.01189350786
297	0.01188983587
298	0.01188388899
299	0.01188246404
300	0.01188078123
301	0.011870529
302	0.01186766957
303	0.01186593365
304	0.01186195134
305	0.01186123349
306	0.01185061869
307	0.01184889171
308	0.01184786734
309	0.01184670372
310	0.01183732939
311	0.01183533566
312	0.01182247464
313	0.01181692121
314	0.01180590498
315	0.01180373385
316	0.01180197177
317	0.01180066276
318	0.01179885689
319	0.01179626989
320	0.0117945861
321	0.01178847509
322	0.01178594196
323	0.01178155025
324	0.01178050439
325	0.01177896018
326	0.01177472042
327	0.01177359392
328	0.01177144526
329	0.01176346053
330	0.01176207024
331	0.0117577216
332	0.01175572913
333	0.01175313627
334	0.0117473299
335	0.0117424805
336	0.01174030791
337	0.01173611758
338	0.01173268121
339	0.01172890968
340	0.01171580768
341	0.01171359381
342	0.01170989681
343	0.01170109609
344	0.0116944463
345	0.01169192303
346	0.01168226226
347	0.011679987
348	0.01167789046
349	0.01167177348
350	0.01166772813
351	0.01166494408
352	0.01166319685
353	0.01166149705
354	0.01165895434
355	0.0116442624
356	0.01163995207
357	0.01163923675
358	0.01163539691
359	0.01163126945
360	0.0116299654
361	0.01162915708
362	0.01162794478
363	0.01162702555
364	0.0116139224
365	0.01161314375
366	0.01161112858
367	0.01160344584
368	0.01160257888
369	0.0116009341
370	0.01159470469
371	0.01159281836
372	0.01159172269
373	0.01159032505
374	0.01158709223
375	0.01158424648
376	0.01158026344
377	0.01157574955
378	0.01157260515
379	0.01156704769
380	0.01156437784
381	0.01156069803
382	0.01155909775
383	0.0115574438
384	0.011553196
385	0.01154667261
386	0.01154371112
387	0.01154181128
388	0.01153961925
389	0.01153238888
390	0.01153074718
391	0.01152661522
392	0.01152391954
393	0.01152288843
394	0.0115172385
395	0.01151565571
396	0.01151188969
397	0.01150966602
398	0.01150859524
399	0.01150767674
4913239
